N,P,K,temperature,humidity,ph,rainfall,label
93,38,31,25.83,70.71,5.77,141.69,coffee
94,33,33,23.77,64.79,6.54,182.23,coffee
85,27,26,27.61,55.66,6.68,168.14,coffee
109,33,30,24.66,56.7,6.71,162.99,coffee
98,28,21,26.83,59.89,7.1,158.0,coffee
74,25,28,26.99,46.38,6.72,168.27,coffee
91,28,25,24.04,56.35,6.42,171.67,coffee
89,22,37,27.42,47.63,6.39,162.85,coffee
105,19,34,27.15,61.69,7.24,167.05,coffee
107,37,34,23.82,62.6,6.43,168.08,coffee
108,19,28,26.03,56.18,6.83,174.12,coffee
100,29,35,26.45,60.0,6.32,171.42,coffee
105,35,29,21.87,48.6,6.99,146.6,coffee
107,28,28,25.31,53.61,6.69,146.31,coffee
95,26,27,27.34,58.02,7.11,188.76,coffee
113,31,30,27.23,59.34,7.09,170.28,coffee
95,33,29,25.29,55.94,6.77,177.93,coffee
114,30,31,28.04,57.9,6.25,184.02,coffee
93,23,20,26.64,49.07,6.4,169.76,coffee
111,24,28,23.75,55.51,6.81,147.97,coffee
97,19,34,26.52,63.56,7.22,141.5,coffee
95,16,44,25.2,65.03,6.2,177.93,coffee
128,27,23,25.22,45.44,6.68,174.42,coffee
100,26,31,26.71,48.84,6.74,206.72,coffee
80,27,38,27.71,55.72,6.78,157.96,coffee
89,27,27,25.73,54.31,6.19,157.17,coffee
126,28,27,27.01,57.85,7.45,157.92,coffee
111,23,31,26.05,58.46,6.5,145.24,coffee
105,31,28,26.07,58.57,6.74,153.99,coffee
101,44,30,26.79,61.43,6.59,183.88,coffee
96,34,27,23.58,60.99,6.26,168.71,coffee
83,26,21,31.15,48.88,6.7,180.87,coffee
116,33,27,28.2,64.28,6.78,162.81,coffee
96,22,35,28.12,53.5,6.64,155.13,coffee
100,28,33,24.01,53.72,7.19,148.75,coffee
82,25,27,28.61,64.35,7.16,174.4,coffee
115,23,28,23.52,57.54,6.97,160.69,coffee
120,21,31,23.0,59.37,7.0,153.71,coffee
109,22,20,26.61,69.26,6.3,182.44,coffee
101,19,23,25.53,56.37,6.17,124.12,coffee
88,29,28,24.5,60.01,7.12,165.88,coffee
99,33,24,25.05,57.59,6.21,149.6,coffee
69,39,24,28.67,59.03,6.93,148.22,coffee
104,31,32,27.05,56.59,6.51,126.12,coffee
108,34,37,26.11,54.2,6.02,178.83,coffee
74,25,27,25.36,59.01,6.76,109.69,coffee
101,14,32,24.39,45.86,6.37,146.6,coffee
118,29,30,27.86,58.22,7.0,171.68,coffee
81,36,21,27.33,49.7,6.94,195.24,coffee
97,26,32,24.84,69.71,6.78,151.6,coffee
92,22,25,24.8,55.87,6.44,199.98,coffee
85,28,31,26.76,58.45,6.6,167.03,coffee
104,26,21,24.56,51.92,6.43,158.66,coffee
106,38,26,27.05,60.64,7.22,169.52,coffee
85,17,30,24.44,52.92,6.19,161.22,coffee
123,25,31,25.3,51.06,6.99,136.11,coffee
101,25,33,23.38,61.15,6.36,147.78,coffee
46,40,31,23.97,52.05,6.5,172.34,coffee
72,27,37,23.23,59.28,7.58,170.64,coffee
102,31,26,28.1,56.4,5.92,150.17,coffee
86,26,27,27.89,62.97,6.81,157.94,coffee
85,14,29,27.09,58.15,6.49,167.29,coffee
99,38,35,27.42,63.35,6.18,171.26,coffee
106,31,31,26.41,75.01,6.67,176.73,coffee
93,32,33,26.23,68.82,6.35,148.26,coffee
104,33,29,28.07,54.83,6.24,164.16,coffee
99,31,28,24.82,58.35,6.71,151.9,coffee
97,25,33,25.89,72.34,6.76,146.98,coffee
141,30,33,26.68,62.54,6.91,135.96,coffee
106,20,28,24.05,60.94,6.83,167.62,coffee
105,24,27,27.34,65.21,6.24,127.38,coffee
90,34,35,23.65,60.64,7.43,166.31,coffee
122,33,24,25.12,59.01,6.74,176.33,coffee
107,10,22,21.13,59.85,6.8,163.66,coffee
86,32,32,22.99,50.0,6.7,193.84,coffee
126,31,25,27.27,56.09,6.39,115.12,coffee
102,24,29,20.9,59.82,5.73,179.76,coffee
108,26,31,23.54,59.23,7.02,96.11,coffee
94,27,28,28.41,52.06,6.45,119.68,coffee
123,26,26,25.4,62.62,6.84,210.96,coffee
107,25,26,24.71,49.79,6.72,173.67,coffee
91,23,36,22.65,46.39,6.24,127.19,coffee
106,25,27,27.81,54.65,7.01,188.23,coffee
94,32,27,27.35,49.37,6.04,150.17,coffee
87,24,27,26.94,56.35,6.37,150.97,coffee
89,22,20,25.64,55.39,7.09,129.05,coffee
92,38,24,25.03,51.5,6.16,188.95,coffee
103,28,20,26.22,65.74,7.16,171.37,coffee
84,29,32,21.91,52.07,7.06,175.52,coffee
77,32,29,27.06,54.99,6.96,174.88,coffee
95,28,25,28.8,58.08,6.33,143.68,coffee
